1990	26.7
1990	14.3
1990	8.0
1990	19.8
1990	19.7
1990	18.1
1990	13.4
1990	7.6
1990	14.2
1990	4.6
1990	15.2
1990	13.5
1990	13.3
1990	7.5
1990	11.5
1990	13.7
1990	6.5
1990	8.9
1990	8.3
1990	13.8
1990	15.2
1990	10.7
1990	6.2
1990	8.9
1990	15.9
1990	14.1
1990	15.6
1990	10.7
1990	8.7
1990	9.7
1990	8.3
1990	8.1
1990	17.9
1990	9.8
1990	7.9
1990	1.1
1990	3.9
1990	7.9
1990	11.1
1990	1.6
1990	6.4
1990	12.6
1990	3.7
1990	16.8
1990	5.6
1990	8.6
1990	9.5
1990	6.2
1990	7.8
1990	6.0
1990	9.4
1990	4.6
1990	7.7
1990	3.5
1990	4.0
1990	2.3
1990	4.8
1990	2.8
1990	-4.0
1990	9.7
1990	6.2
1990	8.3
1990	1.4
1990	4.5
1990	4.7
1990	8.3
1990	10.0
1990	9.9
1990	6.4
1990	-1.2
1990	4.5
1990	5.4
1990	0.5
1990	11.3
1990	4.5
1990	4.3
1990	-4.0
1990	7.3
1990	9.0
1990	5.9
1990	2.1
1990	5.6
1990	3.4
1990	-4.4
1990	4.6
1990	5.9
1990	3.1
1990	-0.6
1990	2.9
1990	1.6
1990	-0.3
1990	5.4
1990	7.9
1990	7.0
1990	4.9
1990	1.9
1990	6.0
1990	3.7
1990	4.3
1990	4.5
1990	-5.6
1990	4.3
1990	4.9
1990	3.9
1990	3.3
1990	0.7
1990	7.0
1990	7.5
1990	-4.6
1990	8.3
1990	5.3
1990	6.0
1990	2.7
1990	3.4
1990	2.2
1990	5.7
1990	-1.6
1990	2.1
1990	2.2
1990	0.3
1990	-2.3
1990	5.6
1990	4.0
1990	1.0
1990	5.5
1990	2.5
1990	-0.4
1990	3.0
1990	-1.8
1990	8.1
1990	6.0
1990	-0.6
1990	5.8
1990	-0.6
1990	-0.5
1990	6.8
1990	-0.1
1990	-4.5
1990	9.6
1990	-0.2
1990	8.8
1990	-3.4
1990	5.4
1990	3.0
1990	3.7
1990	6.8
1990	6.6
1990	4.5
1990	2.2
1990	-2.4
1990	8.3
1990	7.6
1990	8.5
1990	1.4
1990	4.1
1990	9.9
1990	5.4
1990	4.9
1990	2.4
1990	4.9
1990	10.8
1990	5.6
1990	8.4
1990	12.6
1990	4.2
1990	6.2
1990	6.2
1990	6.2
1990	8.8
1990	9.6
1990	8.7
1990	6.7
1990	2.6
1990	-1.8
1990	2.7
1990	7.7
1990	5.7
1990	16.8
1990	7.8
1990	11.0
1990	13.9
1990	11.2
1990	5.0
1990	12.1
1990	-0.3
1990	11.8
1990	7.9
1990	12.1
1990	13.7
1990	5.0
1990	12.3
1990	14.7
1990	13.8
1990	4.8
1990	8.7
1990	14.4
1990	8.7
1990	13.3
1990	15.9
1990	17.3
1990	19.1
1990	13.9
1990	11.4
1990	9.6
1990	12.9
1990	14.2
1990	11.7
1990	15.6
1990	10.5
1990	14.1
1990	12.6
1990	18.5
1990	19.1
1990	12.8
1990	16.2
1990	12.4
1990	20.1
1990	14.6
1990	16.0
1990	12.8
1990	19.4
1990	10.6
1990	17.9
1990	15.5
1990	18.0
1990	16.9
1990	9.1
1990	13.1
1990	17.3
1990	16.1
1990	15.7
1990	16.7
1990	14.8
1990	20.9
1990	21.5
1990	18.1
1990	16.6
1990	17.6
1990	13.0
1990	17.7
1990	16.7
1990	15.4
1990	18.3
1990	11.5
1990	22.6
1990	17.8
1990	20.0
1990	16.2
1990	19.9
1990	21.9
1990	17.1
1990	21.1
1990	23.1
1990	19.9
1990	20.8
1990	24.7
1990	23.8
1990	26.5
1990	20.1
1990	22.2
1990	17.3
1990	26.0
1990	18.5
1990	29.4
1990	18.5
1990	13.1
1990	19.5
1990	21.2
1990	26.1
1990	20.9
1990	22.4
1990	19.0
1990	21.2
1990	15.7
1990	19.7
1990	22.4
1990	25.9
1990	27.7
1990	22.5
1990	23.8
1990	23.6
1990	22.6
1990	18.4
1990	25.3
1990	15.0
1990	17.6
1990	18.1
1990	22.5
1990	21.3
1990	23.4
1990	19.1
1990	26.5
1990	24.5
1990	22.3
1990	20.9
1990	23.7
1990	18.1
1990	22.6
1990	21.6
1990	23.9
1990	23.2
1990	26.5
1990	21.5
1990	19.3
1990	25.7
1990	20.8
1990	23.6
1990	19.2
1990	21.1
1990	20.6
1990	22.9
1990	26.5
1990	20.7
1990	23.7
1990	22.0
1990	26.9
1990	22.1
1990	10.0
1990	34.6
1990	24.0
1990	22.3
1990	22.6
1990	25.7
1990	19.4
1990	24.8
1990	10.1
1990	22.9
1990	19.3
1990	17.4
1990	14.7
1990	20.2
1990	20.4
1990	19.6
1990	23.3
1990	15.2
1990	19.3
1990	22.8
1990	23.0
1990	12.1
1990	10.6
1990	22.1
1990	26.3
1990	18.7
1990	25.9
1990	19.8
1990	12.5
1990	14.6
1990	18.0
1990	18.1
1990	21.0
1990	13.8
1990	16.6
1990	15.4
1990	13.1
1990	17.7
1990	17.2
1990	17.8
1990	21.8
1990	9.3
1990	15.2
1990	24.9
1990	21.2
1990	19.1
1990	9.6
1990	11.1
1991	17.4
1991	17.6
1991	18.9
1991	20.3
1991	14.2
1991	9.3
1991	9.0
1991	13.0
1991	9.5
1991	12.8
1991	13.5
1991	13.6
1991	11.7
1991	18.4
1991	7.2
1991	11.6
1991	7.8
1991	11.1
1991	9.7
1991	17.7
1991	16.5
1991	21.6
1991	14.2
1991	14.5
1991	12.0
1991	6.1
1991	5.8
1991	5.2
